candidate_id,semantic_score,behavior_score,logistics_score,signal_score
CAND_0000581,100.0,39.15,80.0,49.36
CAND_0000582,30.0,42.85,96.0,56.14
CAND_0000583,14.0,59.04,91.0,67.03
CAND_0000584,72.0,51.27,100.0,63.45
CAND_0000585,22.0,59.54,92.0,67.66
CAND_0000586,14.0,62.39,92.0,69.79
CAND_0000587,46.0,59.69,100.0,69.77
CAND_0000588,10.0,68.52,91.0,74.14
CAND_0000589,10.0,77.74,96.0,82.3
CAND_0000590,18.0,64.61,100.0,73.46
CAND_0000591,0.0,34.19,98.0,50.14
CAND_0000592,30.0,61.89,85.0,67.67
CAND_0000593,22.0,50.14,96.0,61.61
CAND_0000594,14.0,44.89,94.0,57.17
CAND_0000595,10.0,68.93,98.0,76.2
CAND_0000596,30.0,61.53,89.0,68.4
CAND_0000597,10.0,35.81,78.0,46.36
CAND_0000598,10.0,78.21,88.0,80.66
CAND_0000599,30.0,75.56,100.0,81.67
CAND_0000600,30.0,86.36,100.0,89.77
CAND_0000601,10.0,44.74,91.0,56.3
CAND_0000602,22.0,64.54,98.0,72.91
CAND_0000603,14.0,65.67,90.0,71.75
CAND_0000604,30.0,78.83,88.0,81.12
CAND_0000605,26.0,61.68,95.0,70.01
CAND_0000606,22.0,39.48,100.0,54.61
CAND_0000607,10.0,44.42,100.0,58.31
CAND_0000608,14.0,46.89,96.0,59.17
CAND_0000609,38.0,30.7,90.0,45.52
CAND_0000610,10.0,38.23,91.0,51.42
CAND_0000611,30.0,74.91,87.0,77.93
CAND_0000612,30.0,44.39,94.0,56.79
CAND_0000613,10.0,59.85,95.0,68.64
CAND_0000614,30.0,61.29,100.0,70.97
CAND_0000615,18.0,36.36,95.0,51.02
CAND_0000616,10.0,38.83,81.0,49.37
CAND_0000617,26.0,34.66,85.0,47.24
CAND_0000618,46.0,36.12,90.0,49.59
CAND_0000619,10.0,37.72,81.0,48.54
CAND_0000620,30.0,54.73,88.0,63.05
CAND_0000621,22.0,67.72,77.0,70.04
CAND_0000622,0.0,70.24,100.0,77.68
CAND_0000623,56.0,59.74,100.0,69.81
CAND_0000624,26.0,37.23,93.0,51.17
CAND_0000625,26.0,45.01,100.0,58.76
CAND_0000626,10.0,44.5,84.0,54.38
CAND_0000627,30.0,40.73,89.0,52.8
CAND_0000628,72.0,46.72,100.0,60.04
CAND_0000629,26.0,44.67,93.0,56.75
CAND_0000630,26.0,45.01,100.0,58.76
CAND_0000631,18.0,54.4,82.0,61.3
CAND_0000632,10.0,73.7,100.0,80.28
CAND_0000633,98.0,50.93,95.0,61.95
CAND_0000634,10.0,78.84,95.0,82.88
CAND_0000635,30.0,57.08,100.0,67.81
CAND_0000636,10.0,48.51,92.0,59.38
CAND_0000637,10.0,65.19,86.0,70.39
CAND_0000638,10.0,31.15,95.0,47.11
CAND_0000639,30.0,64.93,90.0,71.2
CAND_0000640,22.0,75.66,95.0,80.5
CAND_0000641,22.0,39.77,100.0,54.83
CAND_0000642,14.0,55.67,100.0,66.75
CAND_0000643,30.0,37.52,100.0,53.14
CAND_0000644,10.0,73.0,80.0,74.75
CAND_0000645,26.0,80.13,75.0,78.85
CAND_0000646,0.0,51.36,86.0,60.02
CAND_0000647,26.0,30.08,91.0,45.31
CAND_0000648,10.0,37.33,100.0,53.0
CAND_0000649,72.0,47.63,84.0,56.72
CAND_0000650,38.0,42.09,87.0,53.32
CAND_0000651,26.0,32.75,100.0,49.56
CAND_0000652,46.0,69.48,91.0,74.86
CAND_0000653,46.0,51.13,100.0,63.35
CAND_0000654,30.0,50.56,100.0,62.92
CAND_0000655,18.0,55.34,90.0,64.0
CAND_0000656,14.0,40.38,94.0,53.79
CAND_0000657,0.0,57.58,93.0,66.44
CAND_0000658,38.0,54.28,85.0,61.96
CAND_0000659,10.0,61.91,100.0,71.43
CAND_0000660,10.0,51.0,94.0,61.75
CAND_0000661,10.0,35.76,100.0,51.82
CAND_0000662,22.0,50.52,97.0,62.14
CAND_0000663,22.0,52.25,100.0,64.19
CAND_0000664,72.0,71.27,100.0,78.45
CAND_0000665,72.0,86.5,93.0,88.12
CAND_0000666,100.0,71.08,97.0,77.56
CAND_0000667,42.0,26.91,99.0,44.93
CAND_0000668,22.0,54.53,83.0,61.65
CAND_0000669,0.0,33.87,88.0,47.4
CAND_0000670,42.0,32.41,84.0,45.31
CAND_0000671,72.0,74.58,97.0,80.19
CAND_0000672,26.0,29.32,100.0,46.99
CAND_0000673,10.0,43.86,87.0,54.64
CAND_0000674,38.0,78.43,85.0,80.07
CAND_0000675,30.0,64.9,90.0,71.18
CAND_0000676,0.0,41.38,100.0,56.04
CAND_0000677,10.0,30.89,95.0,46.92
CAND_0000678,26.0,33.01,87.0,46.51
CAND_0000679,30.0,59.14,93.0,67.61
CAND_0000680,26.0,73.75,76.0,74.31
CAND_0000681,30.0,82.69,85.0,83.27
CAND_0000682,46.0,43.99,87.0,54.74
CAND_0000683,98.0,56.68,83.0,63.26
CAND_0000684,30.0,58.62,97.0,68.22
CAND_0000685,10.0,34.09,88.0,47.57
CAND_0000686,14.0,38.57,97.0,53.18
CAND_0000687,0.0,46.68,85.0,56.26
CAND_0000688,30.0,58.42,100.0,68.81
CAND_0000689,10.0,45.42,99.0,58.81
CAND_0000690,0.0,46.57,87.0,56.68
CAND_0000691,72.0,67.29,96.0,74.47
CAND_0000692,26.0,41.06,100.0,55.8
CAND_0000693,30.0,83.2,81.0,82.65
CAND_0000694,26.0,33.3,100.0,49.97
CAND_0000695,22.0,38.68,100.0,54.01
CAND_0000696,30.0,52.16,85.0,60.37
CAND_0000697,10.0,53.15,100.0,64.86
CAND_0000698,58.0,40.38,89.0,52.54
CAND_0000699,72.0,47.74,90.0,58.3
CAND_0000700,38.0,40.53,85.0,51.65
CAND_0000701,0.0,45.13,100.0,58.85
CAND_0000702,26.0,36.85,100.0,52.64
CAND_0000703,30.0,51.43,94.0,62.07
CAND_0000704,72.0,77.04,100.0,82.78
CAND_0000705,72.0,74.26,100.0,80.7
CAND_0000706,44.0,69.07,100.0,76.8
CAND_0000707,10.0,80.74,94.0,84.05
CAND_0000708,0.0,46.93,99.0,59.95
CAND_0000709,10.0,48.1,100.0,61.08
CAND_0000710,10.0,34.8,90.0,48.6
CAND_0000711,26.0,76.35,77.0,76.51
CAND_0000712,72.0,49.57,100.0,62.18
CAND_0000713,10.0,31.01,77.0,42.51
CAND_0000714,22.0,52.1,99.0,63.83
CAND_0000715,46.0,51.71,93.0,62.03
CAND_0000716,42.0,57.14,93.0,66.11
CAND_0000717,10.0,34.23,91.0,48.42
CAND_0000718,10.0,77.82,100.0,83.36
CAND_0000719,30.0,56.73,93.0,65.8
CAND_0000720,10.0,50.13,96.0,61.6
CAND_0000721,22.0,55.74,100.0,66.81
CAND_0000722,84.0,57.94,91.0,66.2
CAND_0000723,42.0,65.96,89.0,71.72
CAND_0000724,30.0,78.09,100.0,83.57
CAND_0000725,14.0,45.17,81.0,54.13
CAND_0000726,14.0,67.31,100.0,75.48
CAND_0000727,30.0,44.61,100.0,58.46
CAND_0000728,0.0,47.71,99.0,60.53
CAND_0000729,30.0,30.25,100.0,47.69
CAND_0000730,10.0,41.16,100.0,55.87
CAND_0000731,22.0,41.61,100.0,56.21
CAND_0000732,26.0,57.97,87.0,65.23
CAND_0000733,30.0,51.89,93.0,62.17
CAND_0000734,10.0,70.54,87.0,74.66
CAND_0000735,38.0,35.87,100.0,51.9
CAND_0000736,10.0,41.53,95.0,54.9
CAND_0000737,30.0,87.65,100.0,90.74
CAND_0000738,98.0,39.63,95.0,53.47
CAND_0000739,72.0,74.95,98.0,80.71
CAND_0000740,10.0,70.43,93.0,76.07
CAND_0000741,30.0,42.54,97.0,56.16
CAND_0000742,56.0,53.43,97.0,64.32
CAND_0000743,0.0,68.23,87.0,72.92
CAND_0000744,26.0,61.8,98.0,70.85
CAND_0000745,30.0,65.13,100.0,73.85
CAND_0000746,0.0,63.43,100.0,72.57
CAND_0000747,10.0,32.01,100.0,49.01
CAND_0000748,22.0,43.71,95.0,56.53
CAND_0000749,46.0,45.48,94.0,57.61
CAND_0000750,30.0,33.64,79.0,44.98
CAND_0000751,26.0,41.16,100.0,55.87
CAND_0000752,22.0,39.84,100.0,54.88
CAND_0000753,10.0,36.1,77.0,46.33
CAND_0000754,22.0,38.89,99.0,53.92
CAND_0000755,30.0,39.01,97.0,53.51
CAND_0000756,10.0,46.47,93.0,58.1
CAND_0000757,30.0,52.73,100.0,64.55
CAND_0000758,10.0,47.13,96.0,59.35
CAND_0000759,30.0,81.42,95.0,84.81
CAND_0000760,30.0,52.82,94.0,63.12
CAND_0000761,10.0,48.53,89.0,58.65
CAND_0000762,22.0,40.69,76.0,49.52
CAND_0000763,0.0,57.67,81.0,63.5
CAND_0000764,30.0,45.74,100.0,59.3
CAND_0000765,10.0,47.13,95.0,59.1
CAND_0000766,46.0,72.72,91.0,77.29
CAND_0000767,72.0,46.18,94.0,58.13
CAND_0000768,10.0,40.25,91.0,52.94
CAND_0000769,14.0,62.79,91.0,69.84
CAND_0000770,100.0,37.21,94.0,51.41
CAND_0000771,36.0,36.97,88.0,49.73
CAND_0000772,0.0,56.8,93.0,65.85
CAND_0000773,14.0,32.0,83.0,44.75
CAND_0000774,10.0,65.44,100.0,74.08
CAND_0000775,46.0,45.62,100.0,59.21
CAND_0000776,22.0,39.34,99.0,54.26
CAND_0000777,14.0,48.41,100.0,61.31
CAND_0000778,10.0,72.94,93.0,77.95
CAND_0000779,10.0,58.51,95.0,67.63
CAND_0000780,10.0,49.55,95.0,60.91
CAND_0000781,26.0,38.62,84.0,49.96
CAND_0000782,56.0,44.91,100.0,58.68
CAND_0000783,30.0,45.43,100.0,59.07
CAND_0000784,30.0,53.08,100.0,64.81
CAND_0000785,10.0,77.19,93.0,81.14
CAND_0000786,18.0,56.54,86.0,63.91
CAND_0000787,0.0,69.43,96.0,76.07
CAND_0000788,30.0,47.74,91.0,58.55
CAND_0000789,58.0,71.12,100.0,78.34
CAND_0000790,46.0,63.66,87.0,69.5
CAND_0000791,10.0,82.07,91.0,84.3
CAND_0000792,22.0,43.49,94.0,56.12
CAND_0000793,22.0,30.47,100.0,47.85
CAND_0000794,30.0,72.5,91.0,77.12
CAND_0000795,22.0,67.23,91.0,73.17
CAND_0000796,22.0,45.2,81.0,54.15
CAND_0000797,46.0,60.81,83.0,66.36
CAND_0000798,10.0,44.56,100.0,58.42
CAND_0000799,30.0,60.42,100.0,70.31
CAND_0000800,10.0,36.31,90.0,49.73
CAND_0000801,30.0,53.53,87.0,61.9
CAND_0000802,26.0,36.81,95.0,51.36
CAND_0000803,60.0,45.55,83.0,54.91
CAND_0000804,10.0,39.77,97.0,54.08
CAND_0000805,56.0,60.29,83.0,65.97
CAND_0000806,0.0,42.62,100.0,56.96
CAND_0000807,10.0,54.8,97.0,65.35
CAND_0000808,10.0,43.86,94.0,56.39
CAND_0000809,22.0,47.66,85.0,56.99
CAND_0000810,30.0,51.89,96.0,62.92
CAND_0000811,10.0,44.36,95.0,57.02
CAND_0000812,0.0,40.87,88.0,52.65
CAND_0000813,30.0,82.11,93.0,84.83
CAND_0000814,44.0,51.63,90.0,61.22
CAND_0000815,72.0,32.98,81.0,44.98
CAND_0000816,10.0,36.78,97.0,51.84
CAND_0000817,30.0,42.4,95.0,55.55
CAND_0000818,14.0,66.27,90.0,72.2
CAND_0000819,10.0,39.76,89.0,52.07
CAND_0000820,46.0,63.8,100.0,72.85
CAND_0000821,86.0,86.33,82.0,85.25
CAND_0000822,22.0,46.45,100.0,59.84
CAND_0000823,10.0,76.73,100.0,82.55
CAND_0000824,0.0,60.63,100.0,70.47
CAND_0000825,14.0,36.93,96.0,51.7
CAND_0000826,10.0,58.51,83.0,64.63
CAND_0000827,10.0,67.0,90.0,72.75
CAND_0000828,72.0,66.17,100.0,74.63
CAND_0000829,0.0,46.56,79.0,54.67
CAND_0000830,42.0,67.01,98.0,74.76
CAND_0000831,0.0,46.1,86.0,56.08
CAND_0000832,0.0,33.39,78.0,44.54
CAND_0000833,14.0,58.96,91.0,66.97
CAND_0000834,30.0,62.22,99.0,71.41
CAND_0000835,30.0,37.79,93.0,51.59
CAND_0000836,14.0,40.69,90.0,53.02
CAND_0000837,30.0,50.48,81.0,58.11
CAND_0000838,38.0,49.02,100.0,61.77
CAND_0000839,60.0,37.46,96.0,52.09
CAND_0000840,46.0,50.15,88.0,59.61
CAND_0000841,30.0,44.45,97.0,57.59
CAND_0000842,0.0,37.02,99.0,52.52
CAND_0000843,0.0,29.41,90.0,44.56
CAND_0000844,30.0,71.69,88.0,75.77
CAND_0000845,86.0,49.63,93.0,60.47
CAND_0000846,14.0,42.81,81.0,52.36
CAND_0000847,86.0,72.05,87.0,75.79
CAND_0000848,10.0,42.7,91.0,54.78
CAND_0000849,0.0,44.71,100.0,58.53
CAND_0000850,10.0,38.56,97.0,53.17
CAND_0000851,46.0,29.42,100.0,47.06
CAND_0000852,46.0,74.16,92.0,78.62
CAND_0000853,58.0,40.31,95.0,53.98
CAND_0000854,98.0,68.41,87.0,73.06
CAND_0000855,30.0,53.3,92.0,62.97
CAND_0000856,10.0,46.64,99.0,59.73
CAND_0000857,0.0,46.06,100.0,59.55
CAND_0000858,30.0,63.94,84.0,68.95
CAND_0000859,72.0,84.93,93.0,86.95
CAND_0000860,26.0,45.39,93.0,57.29
CAND_0000861,10.0,64.54,100.0,73.41
CAND_0000862,98.0,56.13,93.0,65.35
CAND_0000863,22.0,43.68,98.0,57.26
CAND_0000864,38.0,48.13,90.0,58.6
CAND_0000865,26.0,51.43,95.0,62.32
CAND_0000866,46.0,45.6,91.0,56.95
CAND_0000867,0.0,33.5,100.0,50.12
CAND_0000868,26.0,52.41,90.0,61.81
CAND_0000869,18.0,45.0,90.0,56.25
CAND_0000870,56.0,43.11,78.0,51.83
CAND_0000871,14.0,39.6,89.0,51.95
CAND_0000872,30.0,50.29,93.0,60.97
CAND_0000873,46.0,50.79,97.0,62.34
CAND_0000874,46.0,55.61,100.0,66.71
CAND_0000875,72.0,37.67,81.0,48.5
CAND_0000876,30.0,48.21,90.0,58.66
CAND_0000877,34.0,47.63,100.0,60.72
CAND_0000878,46.0,76.56,91.0,80.17
CAND_0000879,10.0,66.73,96.0,74.05
CAND_0000880,10.0,42.21,90.0,54.16
CAND_0000881,38.0,53.94,94.0,63.95
CAND_0000882,10.0,35.83,95.0,50.62
CAND_0000883,72.0,47.42,94.0,59.06
CAND_0000884,18.0,59.53,81.0,64.9
CAND_0000885,0.0,63.84,94.0,71.38
CAND_0000886,22.0,42.69,100.0,57.02
CAND_0000887,30.0,50.92,90.0,60.69
CAND_0000888,46.0,65.59,93.0,72.44
CAND_0000889,10.0,44.18,85.0,54.38
CAND_0000890,0.0,37.08,100.0,52.81
CAND_0000891,10.0,48.35,90.0,58.76
CAND_0000892,38.0,53.95,88.0,62.46
CAND_0000893,0.0,58.6,82.0,64.45
CAND_0000894,22.0,80.71,89.0,82.78
CAND_0000895,10.0,58.17,100.0,68.63
CAND_0000896,14.0,42.8,100.0,57.1
CAND_0000897,26.0,38.29,100.0,53.72
CAND_0000898,72.0,68.07,93.0,74.3
CAND_0000899,56.0,38.63,100.0,53.97
CAND_0000900,34.0,70.68,100.0,78.01
CAND_0000901,10.0,50.95,97.0,62.46
CAND_0000902,30.0,62.23,85.0,67.92
CAND_0000903,30.0,77.68,100.0,83.26
CAND_0000904,22.0,54.54,95.0,64.66
CAND_0000905,30.0,74.07,94.0,79.05
CAND_0000906,72.0,42.77,87.0,53.83
CAND_0000907,26.0,35.05,98.0,50.79
CAND_0000908,30.0,43.94,100.0,57.95
CAND_0000909,30.0,44.58,100.0,58.44
CAND_0000910,10.0,49.83,93.0,60.62
CAND_0000911,46.0,53.85,100.0,65.39
CAND_0000912,26.0,37.17,95.0,51.63
CAND_0000913,30.0,49.56,100.0,62.17
CAND_0000914,10.0,29.03,100.0,46.77
CAND_0000915,98.0,76.61,97.0,81.71
CAND_0000916,10.0,44.7,81.0,53.78
CAND_0000917,46.0,87.08,84.0,86.31
CAND_0000918,10.0,33.48,98.0,49.61
CAND_0000919,18.0,80.35,97.0,84.51
CAND_0000920,10.0,56.55,82.0,62.91
CAND_0000921,100.0,40.4,98.0,54.8
CAND_0000922,26.0,35.28,87.0,48.21
CAND_0000923,10.0,42.11,98.0,56.08
CAND_0000924,22.0,35.46,94.0,50.09
CAND_0000925,14.0,35.33,100.0,51.5
CAND_0000926,30.0,72.86,90.0,77.14
CAND_0000927,98.0,49.79,97.0,61.59
CAND_0000928,30.0,64.03,89.0,70.27
CAND_0000929,10.0,56.15,100.0,67.11
CAND_0000930,46.0,74.43,84.0,76.82
CAND_0000931,10.0,58.08,93.0,66.81
CAND_0000932,98.0,46.86,100.0,60.14
CAND_0000933,0.0,40.98,100.0,55.73
CAND_0000934,0.0,64.37,89.0,70.53
CAND_0000935,26.0,47.79,92.0,58.84
CAND_0000936,18.0,52.14,93.0,62.36
CAND_0000937,18.0,68.86,97.0,75.89
CAND_0000938,10.0,66.84,88.0,72.13
CAND_0000939,30.0,73.72,88.0,77.29
CAND_0000940,10.0,72.05,99.0,78.79
CAND_0000941,30.0,27.69,81.0,41.02
CAND_0000942,26.0,45.89,90.0,56.92
CAND_0000943,30.0,39.0,82.0,49.75
CAND_0000944,72.0,52.79,89.0,61.84
CAND_0000945,30.0,53.6,81.0,60.45
CAND_0000946,22.0,39.57,92.0,52.68
CAND_0000947,46.0,83.11,93.0,85.58
CAND_0000948,30.0,64.07,100.0,73.05
CAND_0000949,22.0,46.11,87.0,56.33
CAND_0000950,10.0,56.12,87.0,63.84
CAND_0000951,46.0,40.27,89.0,52.45
CAND_0000952,18.0,45.06,90.0,56.3
CAND_0000953,38.0,58.38,100.0,68.78
CAND_0000954,10.0,55.22,97.0,65.66
CAND_0000955,30.0,85.71,99.0,89.03
CAND_0000956,38.0,40.05,100.0,55.04
CAND_0000957,26.0,51.21,92.0,61.41
CAND_0000958,30.0,33.36,100.0,50.02
CAND_0000959,26.0,50.51,77.0,57.13
CAND_0000960,22.0,36.64,100.0,52.48
CAND_0000961,26.0,41.07,100.0,55.8
CAND_0000962,10.0,65.71,86.0,70.78
CAND_0000963,22.0,76.65,100.0,82.49
CAND_0000964,26.0,36.35,91.0,50.01
CAND_0000965,18.0,59.6,83.0,65.45
CAND_0000966,22.0,61.35,98.0,70.51
CAND_0000967,98.0,46.02,100.0,59.52
CAND_0000968,26.0,78.28,79.0,78.46
CAND_0000969,84.0,64.43,93.0,71.57
CAND_0000970,72.0,83.83,90.0,85.37
CAND_0000971,56.0,75.78,91.0,79.59
CAND_0000972,10.0,37.04,93.0,51.03
CAND_0000973,72.0,66.27,83.0,70.45
CAND_0000974,10.0,82.6,95.0,85.7
CAND_0000975,10.0,59.98,100.0,69.98
CAND_0000976,46.0,34.04,96.0,49.53
CAND_0000977,30.0,54.63,92.0,63.97
CAND_0000978,30.0,69.84,82.0,72.88
CAND_0000979,10.0,69.09,90.0,74.32
CAND_0000980,56.0,48.36,98.0,60.77
CAND_0000981,98.0,84.58,87.0,85.19
CAND_0000982,22.0,59.74,100.0,69.81
CAND_0000983,26.0,43.99,93.0,56.24
CAND_0000984,30.0,70.21,98.0,77.16
CAND_0000985,30.0,44.96,74.0,52.22
CAND_0000986,38.0,38.23,94.0,52.17
CAND_0000987,60.0,54.95,89.0,63.46
CAND_0000988,10.0,38.0,78.0,48.0
CAND_0000989,60.0,49.46,100.0,62.09
CAND_0000990,30.0,49.46,81.0,57.34
CAND_0000991,0.0,33.16,87.0,46.62
CAND_0000992,0.0,51.86,100.0,63.89
CAND_0000993,18.0,84.18,90.0,85.64
CAND_0000994,10.0,57.54,88.0,65.16
CAND_0000995,10.0,23.45,93.0,40.84
CAND_0000996,46.0,89.4,83.0,87.8
CAND_0000997,30.0,54.98,85.0,62.48
CAND_0000998,22.0,76.0,96.0,81.0
CAND_0000999,0.0,42.45,93.0,55.09
CAND_0001000,22.0,73.73,94.0,78.8
CAND_0001001,72.0,62.08,100.0,71.56
CAND_0001002,10.0,49.37,82.0,57.53
CAND_0001003,10.0,72.25,98.0,78.69
CAND_0001004,30.0,28.38,98.0,45.78
CAND_0001005,26.0,46.77,99.0,59.83
CAND_0001006,46.0,71.16,89.0,75.62
CAND_0001007,10.0,74.23,94.0,79.17
CAND_0001008,10.0,48.9,96.0,60.67
CAND_0001009,98.0,56.5,94.0,65.88
CAND_0001010,30.0,61.39,95.0,69.79
CAND_0001011,72.0,44.81,93.0,56.86
CAND_0001012,14.0,61.3,93.0,69.22
CAND_0001013,22.0,32.55,96.0,48.41
CAND_0001014,46.0,42.2,98.0,56.15
CAND_0001015,30.0,54.8,82.0,61.6
CAND_0001016,26.0,45.56,86.0,55.67
CAND_0001017,10.0,28.89,94.0,45.17
CAND_0001018,10.0,45.54,80.0,54.16
CAND_0001019,10.0,61.93,85.0,67.7
CAND_0001020,26.0,51.0,99.0,63.0
CAND_0001021,38.0,41.37,96.0,55.03
CAND_0001022,30.0,39.9,97.0,54.17
CAND_0001023,30.0,53.48,81.0,60.36
CAND_0001024,22.0,38.56,83.0,49.67
CAND_0001025,46.0,74.5,85.0,77.12
CAND_0001026,26.0,49.62,91.0,59.96
CAND_0001027,30.0,56.87,81.0,62.9
CAND_0001028,10.0,75.56,100.0,81.67
CAND_0001029,14.0,40.42,78.0,49.81
CAND_0001030,10.0,59.94,99.0,69.7
CAND_0001031,30.0,77.47,100.0,83.1
CAND_0001032,10.0,32.54,99.0,49.16
CAND_0001033,22.0,39.68,94.0,53.26
CAND_0001034,10.0,34.99,93.0,49.49
CAND_0001035,30.0,75.46,91.0,79.34
CAND_0001036,46.0,61.72,90.0,68.79
CAND_0001037,26.0,57.86,100.0,68.39
CAND_0001038,10.0,58.48,90.0,66.36
CAND_0001039,26.0,54.21,93.0,63.91
CAND_0001040,26.0,67.31,100.0,75.48
CAND_0001041,14.0,52.63,99.0,64.22
CAND_0001042,22.0,36.6,94.0,50.95
CAND_0001043,10.0,53.32,83.0,60.74
CAND_0001044,30.0,33.6,100.0,50.2
CAND_0001045,26.0,45.14,100.0,58.86
CAND_0001046,46.0,55.58,90.0,64.19
CAND_0001047,30.0,50.08,100.0,62.56
CAND_0001048,14.0,33.89,100.0,50.42
CAND_0001049,14.0,46.0,96.0,58.5
CAND_0001050,22.0,50.04,75.0,56.28
CAND_0001051,30.0,62.96,85.0,68.47
CAND_0001052,10.0,55.12,95.0,65.09
CAND_0001053,10.0,45.39,96.0,58.04
CAND_0001054,22.0,75.76,91.0,79.57
CAND_0001055,10.0,36.21,95.0,50.91
CAND_0001056,100.0,77.94,100.0,83.45
CAND_0001057,10.0,36.87,82.0,48.15
CAND_0001058,14.0,71.13,80.0,73.35
CAND_0001059,10.0,45.34,95.0,57.76
CAND_0001060,46.0,82.88,92.0,85.16
CAND_0001061,10.0,42.38,94.0,55.29
CAND_0001062,30.0,47.89,81.0,56.17
CAND_0001063,10.0,50.95,82.0,58.71
CAND_0001064,0.0,45.25,100.0,58.94
CAND_0001065,56.0,62.66,90.0,69.5
CAND_0001066,10.0,47.98,87.0,57.73
CAND_0001067,22.0,32.95,100.0,49.71
CAND_0001068,30.0,73.9,93.0,78.68
CAND_0001069,22.0,44.07,100.0,58.05
CAND_0001070,0.0,51.79,79.0,58.59
CAND_0001071,30.0,63.16,96.0,71.37
CAND_0001072,0.0,65.11,97.0,73.08
CAND_0001073,58.0,38.4,87.0,50.55
CAND_0001074,22.0,49.99,97.0,61.74
CAND_0001075,56.0,67.91,100.0,75.93
CAND_0001076,26.0,57.82,93.0,66.62
CAND_0001077,38.0,43.23,98.0,56.92
CAND_0001078,10.0,71.88,100.0,78.91
CAND_0001079,30.0,73.97,88.0,77.48
CAND_0001080,26.0,39.28,100.0,54.46
CAND_0001081,46.0,53.3,91.0,62.72
CAND_0001082,46.0,53.31,92.0,62.98
CAND_0001083,0.0,36.34,100.0,52.26
CAND_0001084,46.0,48.31,93.0,59.48
CAND_0001085,98.0,71.68,100.0,78.76
CAND_0001086,98.0,86.53,99.0,89.65
CAND_0001087,10.0,35.05,77.0,45.54
CAND_0001088,100.0,56.34,92.0,65.25
CAND_0001089,30.0,66.65,100.0,74.99
CAND_0001090,10.0,65.86,100.0,74.39
CAND_0001091,0.0,40.44,100.0,55.33
CAND_0001092,10.0,51.56,93.0,61.92
CAND_0001093,46.0,53.55,85.0,61.41
CAND_0001094,22.0,37.74,100.0,53.3
CAND_0001095,72.0,39.06,100.0,54.3
CAND_0001096,30.0,77.65,85.0,79.49
CAND_0001097,22.0,73.12,87.0,76.59
CAND_0001098,30.0,46.07,98.0,59.05
CAND_0001099,10.0,58.69,98.0,68.52
CAND_0001100,30.0,30.55,100.0,47.91
CAND_0001101,10.0,43.02,100.0,57.27
CAND_0001102,26.0,42.82,95.0,55.87
CAND_0001103,46.0,53.8,95.0,64.1
CAND_0001104,10.0,31.8,100.0,48.85
CAND_0001105,30.0,39.5,94.0,53.12
CAND_0001106,10.0,31.49,100.0,48.62
CAND_0001107,10.0,39.76,95.0,53.57
CAND_0001108,30.0,73.5,87.0,76.88
CAND_0001109,34.0,68.13,97.0,75.35
CAND_0001110,22.0,26.79,88.0,42.09
CAND_0001111,22.0,45.16,100.0,58.87
CAND_0001112,30.0,72.88,77.0,73.91
CAND_0001113,86.0,34.2,97.0,49.9
CAND_0001114,30.0,34.25,95.0,49.44
CAND_0001115,30.0,70.15,91.0,75.36
CAND_0001116,46.0,88.0,95.0,89.75
CAND_0001117,10.0,40.98,79.0,50.48
CAND_0001118,10.0,55.01,90.0,63.76
CAND_0001119,30.0,75.32,79.0,76.24
CAND_0001120,10.0,52.3,100.0,64.22
CAND_0001121,14.0,80.34,94.0,83.75
CAND_0001122,10.0,68.88,96.0,75.66
CAND_0001123,0.0,57.18,91.0,65.63
CAND_0001124,22.0,41.25,100.0,55.94
CAND_0001125,58.0,64.25,100.0,73.19
CAND_0001126,98.0,84.04,97.0,87.28
CAND_0001127,0.0,39.36,93.0,52.77
CAND_0001128,30.0,59.44,89.0,66.83
CAND_0001129,0.0,52.36,96.0,63.27
CAND_0001130,26.0,56.15,98.0,66.61
CAND_0001131,98.0,80.17,100.0,85.13
CAND_0001132,30.0,77.88,95.0,82.16
CAND_0001133,46.0,74.33,95.0,79.5
CAND_0001134,10.0,49.92,100.0,62.44
CAND_0001135,26.0,69.19,94.0,75.39
CAND_0001136,30.0,63.98,78.0,67.48
CAND_0001137,0.0,70.61,83.0,73.71
CAND_0001138,14.0,46.2,100.0,59.65
CAND_0001139,14.0,42.32,98.0,56.24
CAND_0001140,30.0,66.51,74.0,68.38
CAND_0001141,10.0,38.9,100.0,54.17
CAND_0001142,10.0,44.68,92.0,56.51
CAND_0001143,30.0,49.28,95.0,60.71
CAND_0001144,46.0,53.21,100.0,64.91
CAND_0001145,10.0,67.14,77.0,69.61
CAND_0001146,22.0,44.73,94.0,57.05
CAND_0001147,98.0,52.23,99.0,63.92
CAND_0001148,22.0,42.12,100.0,56.59
CAND_0001149,0.0,42.18,96.0,55.63
CAND_0001150,30.0,48.16,89.0,58.37
CAND_0001151,98.0,50.93,95.0,61.95
CAND_0001152,72.0,34.55,100.0,50.91
CAND_0001153,10.0,36.43,93.0,50.57
CAND_0001154,0.0,45.5,100.0,59.12
CAND_0001155,22.0,51.99,100.0,63.99
CAND_0001156,10.0,35.35,94.0,50.01
CAND_0001157,10.0,73.28,95.0,78.71
CAND_0001158,72.0,73.36,91.0,77.77
CAND_0001159,10.0,58.17,79.0,63.38
CAND_0001160,22.0,40.41,96.0,54.31
CAND_0001161,10.0,48.16,92.0,59.12
CAND_0001162,26.0,42.65,94.0,55.49
